1,Squat,0.000000,-0.135100,-0.268100,-0.036400
1,Squat,10.011719,-0.017700,-0.266700,-0.068600
1,Squat,20.027344,-0.019200,-0.225900,-0.178600
1,Squat,30.003906,-0.018800,-0.146100,-0.171500
1,Squat,40.015625,0.094400,-0.183300,-0.163000
1,Squat,50.023438,0.091700,-0.142800,-0.079300
1,Squat,60.019531,0.014700,-0.258400,-0.107200
1,Squat,70.015625,0.015000,-0.100000,-0.099800
1,Squat,80.027344,-0.019500,-0.177200,-0.130700
1,Squat,90.003906,-0.052300,-0.174800,-0.194900
1,Squat,100.015625,-0.083400,-0.094900,-0.145100
1,Squat,110.000000,-0.194500,-0.094200,-0.021600
1,Squat,120.007813,-0.112700,-0.093500,0.061400
1,Squat,130.019531,0.007900,-0.132500,0.024100
1,Squat,140.000000,-0.025300,-0.172900,0.138200
1,Squat,150.011719,-0.091600,-0.254500,0.205500
1,Squat,160.023438,-0.008200,-0.178000,0.275700
1,Squat,170.000000,0.068800,-0.100300,0.193300
1,Squat,180.031250,-0.011300,-0.139300,0.154300
1,Squat,190.023438,-0.014900,-0.217900,0.113200
1,Squat,200.003906,0.017600,-0.177700,0.115600
1,Squat,210.015625,-0.025300,-0.256900,0.189000
1,Squat,220.023438,-0.104200,-0.334400,0.076000
1,Squat,230.003906,-0.100000,-0.411900,0.121700
1,Squat,240.015625,0.015500,-0.449400,0.129400
1,Squat,250.027344,-0.027600,-0.488900,0.165800
1,Squat,260.007813,-0.064200,-0.450800,0.161200
1,Squat,270.019531,-0.099300,-0.413100,0.076700
1,Squat,280.000000,-0.095400,-0.376200,0.183900
1,Squat,290.007813,-0.011600,-0.495900,0.136300
1,Squat,300.035156,0.069000,-0.497100,0.131400
1,Squat,310.000000,0.068200,-0.497900,0.048500
1,Squat,320.011719,0.104800,-0.458200,-0.067900
1,Squat,330.023438,0.100700,-0.459700,0.119300
1,Squat,340.003906,-0.206300,-0.542000,0.258800
1,Squat,350.015625,-0.352200,-0.741000,0.169600
1,Squat,360.027344,-0.308500,-0.782600,0.276800
1,Squat,370.003906,-0.338400,-0.824100,0.307400
1,Squat,380.015625,-0.135800,-0.708100,0.182900
1,Squat,390.023438,0.057100,-0.708400,0.180500
1,Squat,400.007813,0.239100,-0.629700,0.255100
1,Squat,410.019531,0.453600,-0.589400,0.292300
1,Squat,420.011719,0.548100,-0.705800,0.250900
1,Squat,430.007813,0.483200,-0.902300,0.474100
1,Squat,440.019531,0.194200,-1.022900,0.648700
1,Squat,450.000000,-0.119800,-1.185000,0.816700
1,Squat,460.007813,-0.347000,-1.229700,0.828900
1,Squat,470.019531,-0.492000,-1.198700,0.983900
1,Squat,480.003906,-0.555000,-1.246100,0.943700
1,Squat,490.011719,-0.420400,-0.901900,0.937900
1,Squat,500.023438,-0.291500,-0.595900,0.816700
1,Squat,510.000000,-0.168300,-0.248600,0.508800
1,Squat,520.015625,0.061500,0.060000,0.395000
1,Squat,530.027344,0.319800,0.371900,0.100000
1,Squat,540.019531,0.157300,0.408300,0.039600
1,Squat,550.019531,0.079900,0.366600,-0.093800
1,Squat,560.031250,-0.182100,0.245900,-0.187100
1,Squat,570.007813,-0.357300,-0.112000,-0.053900
1,Squat,580.019531,-0.449600,-0.352300,0.119900
1,Squat,590.000000,-0.513200,-0.631000,0.293200
1,Squat,600.011719,-0.392400,-0.792500,0.379500
1,Squat,610.023438,-0.425500,-0.992900,0.429000
1,Squat,620.000000,-0.271300,-1.192600,0.440100
1,Squat,630.011719,-0.190900,-1.235000,0.219800
1,Squat,640.023438,0.082200,-1.238200,0.233200
1,Squat,650.003906,0.201800,-1.202100,0.248300
1,Squat,660.031250,0.438600,-1.322500,0.226500
1,Squat,670.023438,0.520500,-1.363800,0.014800
1,Squat,680.003906,0.373000,-1.286000,-0.142200
1,Squat,690.015625,0.183500,-1.245500,-0.285000
1,Squat,700.027344,-0.086000,-1.360600,-0.300300
1,Squat,710.003906,-0.241200,-1.397200,-0.199700
1,Squat,720.015625,-0.321800,-1.511200,-0.093100
1,Squat,729.996094,-0.514700,-1.468500,-0.065400
1,Squat,740.007813,-0.694400,-1.269600,0.002400
1,Squat,750.019531,-0.785800,-1.110400,-0.008600
1,Squat,760.000000,-0.792100,-0.834600,-0.104300
1,Squat,770.011719,-0.711400,-0.637400,-0.160000
1,Squat,780.039063,-0.583400,-0.677100,-0.146600
1,Squat,790.000000,-0.465300,-0.638600,-0.022400
1,Squat,800.015625,-0.354100,-0.837100,0.205000
1,Squat,810.023438,-0.258200,-0.839900,0.267800
1,Squat,820.003906,-0.286500,-0.921200,0.407100
1,Squat,830.019531,-0.242800,-0.922100,0.284200
1,Squat,840.027344,-0.241300,-0.842100,0.060400
1,Squat,850.007813,-0.121600,-0.760000,-0.149100
1,Squat,860.015625,-0.008500,-0.598400,-0.234700
1,Squat,870.027344,0.031900,-0.397700,-0.203600
1,Squat,880.007813,0.036900,-0.315200,-0.332200
1,Squat,890.019531,0.129100,-0.232100,-0.378000
1,Squat,900.015625,0.072600,-0.383900,-0.380100
1,Squat,910.007813,0.067200,-0.536000,-0.305500
1,Squat,920.019531,-0.308600,-0.925200,-0.201100
1,Squat,930.000000,-0.335400,-1.197700,-0.104400
1,Squat,940.011719,-0.217400,-1.392600,-0.016100
1,Squat,950.023438,-0.152400,-1.392200,0.066200
1,Squat,960.003906,-0.058500,-1.351400,-0.002100
1,Squat,970.015625,0.103600,-1.074200,-0.104200
1,Squat,980.027344,0.100300,-0.836100,-0.127800
1,Squat,990.003906,-0.023900,-0.715200,-0.110000
1,Squat,1000.015625,-0.223300,-0.555800,-0.056400
1,Squat,1010.023438,-0.190700,-0.397600,0.029000
1,Squat,1020.023438,-0.083100,-0.278200,-0.079500
1,Squat,1030.015625,-0.052300,-0.393800,-0.107300
1,Squat,1040.000000,-0.057300,-0.467300,-0.315700
1,Squat,1050.007813,0.053700,-0.498600,-0.430500
1,Squat,1060.019531,-0.024600,-0.843800,-0.232200
1,Squat,1070.000000,-0.213900,-0.875500,0.003200
1,Squat,1080.011719,-0.355500,-0.675900,0.374500
1,Squat,1090.023438,-0.415300,-0.520200,0.683100
1,Squat,1100.000000,-0.241500,-0.366400,0.667600
1,Squat,1110.011719,-0.144500,-0.172800,0.458900
1,Squat,1120.023438,0.025700,-0.132300,0.034000
1,Squat,1130.003906,0.151800,-0.286600,-0.227300
1,Squat,1140.031250,-0.286900,-0.483200,0.123400
1,Squat,1150.027344,-0.445900,-0.523800,0.193700
1,Squat,1160.007813,-0.635900,-0.368600,0.222100
1,Squat,1170.019531,-0.571800,-0.212100,0.022200
1,Squat,1180.027344,-0.363000,-0.014100,-0.282900
1,Squat,1190.007813,0.028200,0.069500,-0.687200
1,Squat,1200.015625,0.329400,0.114800,-0.695300
1,Squat,1210.000000,0.470800,0.079500,-0.478700
1,Squat,1220.011719,0.462100,-0.037600,-0.083400
1,Squat,1230.019531,0.265700,-0.196700,0.297700
1,Squat,1240.003906,0.072700,-0.278600,0.476700
1,Squat,1250.011719,-0.007400,-0.203200,0.461700
1,Squat,1260.039063,-0.007500,-0.085900,0.224200
1,Squat,1270.000000,0.072300,0.070700,0.066400
1,Squat,1280.011719,0.112900,0.188800,-0.088600
1,Squat,1290.023438,0.001400,0.186700,-0.021200
1,Squat,1300.003906,-0.326100,-0.012500,0.000200
1,Squat,1310.015625,-0.642600,-0.133300,0.137700
1,Squat,1320.027344,-0.765000,-0.096100,0.163100
1,Squat,1330.007813,-0.623900,-0.173500,0.165300
1,Squat,1340.019531,-0.302600,-0.129400,-0.045300
1,Squat,1349.996094,0.012300,-0.200800,-0.245200
1,Squat,1360.011719,0.280500,-0.231400,-0.554800
1,Squat,1370.023438,0.506300,-0.341400,-0.790900
1,Squat,1380.015625,0.539200,-0.413100,-0.914600
1,Squat,1390.011719,0.287700,-0.402800,-0.982500
1,Squat,1400.019531,0.000000,-0.159000,-0.668200
1,Squat,1410.003906,-0.474500,0.320800,-0.705300
1,Squat,1420.015625,-0.929000,0.880800,-1.090500
1,Squat,1430.023438,-1.470500,1.290400,-2.002200
1,Squat,1440.003906,-1.710500,1.505700,-2.442700
1,Squat,1450.015625,-1.587200,1.285000,-1.769000
1,Squat,1460.027344,-1.007200,0.982000,-1.033500
1,Squat,1470.003906,-0.220800,0.638100,-0.496300
1,Squat,1480.015625,0.642300,0.334800,-0.377300
1,Squat,1490.027344,1.200300,0.305400,-0.216600
1,Squat,1500.023438,1.243600,-0.078800,0.133300
1,Squat,1510.019531,0.681100,-0.230800,0.428100
1,Squat,1519.996094,-0.045400,-0.032700,0.706500
1,Squat,1530.007813,-0.591200,0.244500,0.551700
1,Squat,1540.023438,-0.780600,0.607000,-0.089900
1,Squat,1550.000000,-0.523500,0.895400,-0.673100
1,Squat,1560.011719,0.049500,1.031000,-1.117200
1,Squat,1570.023438,0.480900,1.206500,-1.203300
1,Squat,1580.003906,0.672700,1.497500,-1.023500
1,Squat,1590.015625,0.414500,1.667400,-0.820500
1,Squat,1600.023438,0.252700,1.753800,-0.519800
1,Squat,1610.007813,0.144700,1.797600,-0.506900
1,Squat,1620.035156,-0.139800,1.919000,-0.695700
1,Squat,1630.027344,-0.185900,2.158200,-0.924700
1,Squat,1640.003906,-0.012100,2.628700,-0.888900
1,Squat,1650.015625,-0.119300,3.138600,-0.734300
1,Squat,1660.000000,-0.238800,3.452100,-0.813200
1,Squat,1670.007813,-0.407300,3.566100,-0.822900
1,Squat,1680.019531,-0.513500,3.552800,-0.821000
1,Squat,1690.000000,-0.475300,3.572700,-0.720400
1,Squat,1700.011719,-0.476500,3.559200,-0.758700
1,Squat,1710.023438,-0.424100,3.475600,-0.929100
1,Squat,1720.000000,-0.349500,3.437100,-1.043700
1,Squat,1730.011719,-0.173400,3.399800,-1.079200
1,Squat,1740.042969,-0.097300,3.284400,-0.881300
1,Squat,1750.003906,-0.173000,3.208700,-0.682800
1,Squat,1760.015625,0.077400,3.292600,-0.902700
1,Squat,1770.023438,0.069000,3.261400,-0.953300
1,Squat,1780.007813,-0.108700,3.031600,-0.735500
1,Squat,1790.019531,-0.363000,2.677400,-0.422200
1,Squat,1799.996094,-0.411700,2.553700,-0.322800
1,Squat,1810.007813,-0.250300,2.465000,-0.239500
1,Squat,1820.015625,-0.117000,2.376000,-0.238200
1,Squat,1830.000000,0.058400,2.172500,-0.345100
1,Squat,1840.007813,0.260300,1.970900,-0.404000
1,Squat,1850.019531,0.375400,1.928100,-0.376700
1,Squat,1860.019531,0.331600,1.689100,-0.310100
1,Squat,1870.011719,0.203600,1.643100,-0.135600
1,Squat,1880.023438,0.039800,1.437000,0.144100
1,Squat,1890.003906,0.038800,1.075200,0.269800
1,Squat,1900.015625,0.187200,0.871500,0.401000
1,Squat,1910.027344,0.175500,0.668400,0.338500
1,Squat,1920.003906,0.311000,0.504400,0.355100
1,Squat,1930.019531,0.400400,0.380800,0.220100
1,Squat,1940.031250,0.450100,0.336800,0.245700
1,Squat,1950.007813,0.459900,0.331400,0.307900
1,Squat,1960.019531,0.280700,0.323700,0.399500
1,Squat,1970.000000,0.184800,0.315200,0.368800
1,Squat,1980.027344,0.058700,0.151100,0.185000
1,Squat,1990.019531,-0.100100,0.029000,0.050000
1,Squat,2000.000000,-0.030500,-0.090700,-0.074700
